Jogo: Terraria | 🏆 Troféu: Timber!! | 📝 Como platinar: Chop down your first tree.
Jogo: PAYDAY 2 | 🏆 Troféu: Um Momento de Silêncio | 📝 Como platinar: Em Breakin' Feds, não alerte ou mate nenhum guarda até que o Comissário Garrett use o banheiro na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Stalker | 📝 Como platinar: Em Breakin' Feds, fique marcando o Comissário Garret por todo o tempo assim que ele sair do escritório, até você abrir o cofre dele.
Jogo: PAYDAY 2 | 🏆 Troféu: Relação Amigável de Grampeador | 📝 Como platinar: Em Breakin' Feds, encontre e retorne o grampeador para o pequeno escritório.
Jogo: PAYDAY 2 | 🏆 Troféu: Areia Nos Seus Sapatos | 📝 Como platinar: Complete o contrato Henry's Rock na dificuldade Normal ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Departamento De Achados e Perdidos da Murkywater | 📝 Como platinar: Complete o contrato Henry's Rock na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Chutou a Erva Daninha | 📝 Como platinar: Complete o contrato Henry's Rock na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Oásis de Balas | 📝 Como platinar: Complete o contrato Henry's Rock na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Assaltante Terra-Planista | 📝 Como platinar: Complete o contrato Henry's Rock na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: As Aventuras do Diabo de Areia | 📝 Como platinar: Complete o contrato Henry's Rock na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Você Não Está em Kansas | 📝 Como platinar: Complete o contrato Henry's Rock na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Assaltando em Salinas | 📝 Como platinar: Complete o contrato Henry's Rock na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: O Botão Vermelho | 📝 Como platinar: Em Henry's Rock, aperte o botão vermelho e fuja.
Jogo: PAYDAY 2 | 🏆 Troféu: Segredos Ocultos | 📝 Como platinar: Em Henry's Rock, encontre algo realmente estranho.
Jogo: PAYDAY 2 | 🏆 Troféu: Boom, Headshot! | 📝 Como platinar: Em Henry's Rock, atire na cabeça dos cinco manequins de teste no Laboratório de Armas usando a Pistola e/ou Akimbo de Pistolas dentro de 3 segundos.
Jogo: PAYDAY 2 | 🏆 Troféu: Uma Viagem Até a Costa | 📝 Como platinar: Complete o contrato the Shacklethorne Auction na dificuldade Normal ou superior. Desbloqueia o Traje "Smoking".
Jogo: PAYDAY 2 | 🏆 Troféu: Pisei em uma Aranha | 📝 Como platinar: Complete o contrato the Shacklethorne Auction na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Náufrago | 📝 Como platinar: Complete o contrato the Shacklethorne Auction na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Lote de Salem | 📝 Como platinar: Complete o the Shacklethorne Auction na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Ei, vocês aí! | 📝 Como platinar: Complete o contrato the Shacklethorne Auction na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Até a Morte Pode Morrer | 📝 Como platinar: Complete o contrato the Shacklethorne Auction na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Nunca Diga Morra | 📝 Como platinar: Complete o contrato the Shacklethorne Auction na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Indo Só Uma Vez... | 📝 Como platinar: Complete o contrato the Shacklethorne Auction na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: O Choro do Leilão | 📝 Como platinar: Complete o contrato the Shacklethorne Auction em stealth em até 5 minutos na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Pressione [F] Para Pagar Respeito | 📝 Como platinar: Pressione [F] para pagar respeito.
Jogo: PAYDAY 2 | 🏆 Troféu: Heavy Metal | 📝 Como platinar: Em Shacklethorne Auction, use os detectores de metal para achar um civil que esteja carregendo algo pesado. Desbloqueia a arma corpo-a-corpo "Chave Inglesa".
Jogo: PAYDAY 2 | 🏆 Troféu: Esperando o Julgamento | 📝 Como platinar: Complete o contrato Hell's Island na dificuldade Normal ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Delinquência | 📝 Como platinar: Complete o contrato Hell's Island na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Crime em Terceiro Grau | 📝 Como platinar: Complete o contrato Hell's Island na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Serviço de Lavanderia | 📝 Como platinar: Complete o contrato Hell's Island na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Muitas Matrículas | 📝 Como platinar: Complete o contrato Hell's Island na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Fuga de Alcatraz | 📝 Como platinar: Complete o contrato Hell's Island na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Chamada do Prefeito | 📝 Como platinar: Complete o contrato Hell's Island na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Última Refeição | 📝 Como platinar: Complete o contrato Hell's Island na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: São as Regras da Prisão, Vadia! | 📝 Como platinar: Em Hell's Island, mate 13 inimigos usando a arma corpo-a-corpo Nova's Shank na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Outra Saída | 📝 Como platinar: Em Hell's Island, Liberte todos os prisioneiros no Bloco de Celas A antes de abrir a cela do Bain na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Luz do... não | 📝 Como platinar: Em Hell's Island, atire na luz do farol.
Jogo: PAYDAY 2 | 🏆 Troféu: Apenas Alguns Estudantes na Medicina | 📝 Como platinar: Complete o contraro No Mercy na dificuldade Normal ou superior. Desbloqueia o Traje "Enfermeiro".
Jogo: PAYDAY 2 | 🏆 Troféu: Estagiários No Chão | 📝 Como platinar: Complete o contrato No Mercy na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Se Tornando Residentes | 📝 Como platinar: Complete o contrato No Mercy na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Clínico Geral da Arte Médica | 📝 Como platinar: Complete o contrato No Mercy na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Alguns Companheiros | 📝 Como platinar: Complete o contrato No Mercy na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Cuidando Dos Doentes | 📝 Como platinar: Complete o contrato No Mercy na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Consultando o Chefe Médico | 📝 Como platinar: Complete o contrato No Mercy na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Arquivamento Por Negligência Médica | 📝 Como platinar: Complete o contrato No Mercy na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: ...ou era o azul? | 📝 Como platinar: Em No Mercy, corte o fio certo para abrir a porta de segurança da UTI.
Jogo: PAYDAY 2 | 🏆 Troféu: Mantendo a Calma | 📝 Como platinar: Complete o contrato No Mercy sem soar o alarme até chegar na UTI na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Nictofobia | 📝 Como platinar: Complete o contrato No Mercy religando a energia em até 5 segundos após ter sido cortada, na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Passeando pelo Jardim de Rosas | 📝 Como platinar: Complete o contrato The White House na dificuldade Normal ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Que Nem John Adams | 📝 Como platinar: Complete o contrato The White House na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Você Não Pode Votar Duas Vezes | 📝 Como platinar: Complete o contrato The White House na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Indo Assistir 1600 Penn | 📝 Como platinar: Complete o contrato The White House na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Ouvinte no Congresso | 📝 Como platinar: Complete o contrato The White House na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Uma Noite no Teatro | 📝 Como platinar: Complete o contrato The White House na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Festeje Como Se Fosse 1812 | 📝 Como platinar: Complete o contrato The White House na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Arrombando o Escritório Oval com Estilo | 📝 Como platinar: Complete o contrato The White House na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: Um Assalto Para Se Lembrar | 📝 Como platinar: Em The White House, encontre uma lembrança apropriada da Casa Branca e leve com você.
Jogo: PAYDAY 2 | 🏆 Troféu: Grande Irmão | 📝 Como platinar: Complete o contrato The White House em stealth e sem destruir uma única câmera na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Presidente Por Um Dia | 📝 Como platinar: Complete o contrato The White House usando qualquer máscara presidencial na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Uma Boa Aquisição | 📝 Como platinar: Em qualquer contrato Bank Heist, assegure bolsas de loot que totalizem pelo menos $400.000.
Jogo: PAYDAY 2 | 🏆 Troféu: Situação com Reféns | 📝 Como platinar: Em Diamond Store, não deixe que nenhum civil fuja, morra ou saia da Joalheria até que todas as bolsas sejam asseguradas na van na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Auto Checagem | 📝 Como platinar: Em Mallcrasher, termine o golpe e fuja em até 3 minutos.
Jogo: PAYDAY 2 | 🏆 Troféu: Helicóptero Atacado | 📝 Como platinar: Em Green Bridge, destrua a sentinela do helicóptero antes do avião resgatar o prisioneiro na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Tente Hackear Isso! | 📝 Como platinar: Em Henry's Rock, destrua as sentinelas de segurança ao invés de desligá-las na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Deixem Eles Dançarem | 📝 Como platinar: Complete o contrato the Nightclub sem disparar o alarme na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Deixando Uma Marca | 📝 Como platinar: Complete o contrato the Scarface Mansion em até 15 minutos no loud na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Fora dos Limites | 📝 Como platinar: No segundo dia do Watchdogs, assegure 12 bolsas sem deixar nenhum policial entrar no depósito na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: O Que Tem Nessa Caixa? | 📝 Como platinar: Em White Xmas, abra 40 pacotes antes de fugir na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: O Fim | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: PAYDAY 2 | 🏆 Troféu: Um Passeio Pela Fronteira | 📝 Como platinar: Complete o contrato Border Crossing na dificuldade Normal ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Uma Manhã Como Qualquer Outra | 📝 Como platinar: Complete o contrato Border Crossing na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Sangue na Areia | 📝 Como platinar: Complete o contrato Border Crossing na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: É Como Caminhar Com Um Estojo Para Violão Cheio de Armas | 📝 Como platinar: Complete o contrato Border Crossing na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Taxa de Exportação | 📝 Como platinar: Complete o contrato Border Crossing na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Cachorrinho do Satan | 📝 Como platinar: Complete o contrato Border Crossing na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Morte no Deserto | 📝 Como platinar: Complete o contrato Border Crossing na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Era Uma Vez em México | 📝 Como platinar: Complete o contrato Border Crossing na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: Cozinhando Nesse Sol Quente | 📝 Como platinar: Complete o contrato Border Crystals na dificuldade Normal ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Frete Grátis | 📝 Como platinar: Complete o contrato Border Crystals na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Um Prato é Melhor Servido Quente | 📝 Como platinar: Complete o contrato Border Crystals na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Reis e Rainhas de Cristal | 📝 Como platinar: Complete o contrato Border Crystals na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Se Você Não Aguenta o Calor, Saia do Meu Laboratório | 📝 Como platinar: Complete o contrato Border Crystals na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Tem Areia Na Minha Droga! | 📝 Como platinar: Complete o contrato Border Crystals na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Com Uma Mordida de Habanero | 📝 Como platinar: Complete o contrato Border Crystals na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Não Há Mais Volta | 📝 Como platinar: Complete o contrato Border Crystals na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: Roubo de Identidade | 📝 Como platinar: Em Border Crossing, encontre 4 uniformes da Murkywater. Desbloqueia o Traje "Uniforme Murkywater".
Jogo: PAYDAY 2 | 🏆 Troféu: Verificação em Duas Etapas | 📝 Como platinar: Em Border Crossing, assegure todas as 4 peças da armadura romana e complete o golpe. Desbloqueia a máscara "Hippika".
Jogo: PAYDAY 2 | 🏆 Troféu: Heister Cocinero | 📝 Como platinar: Em Border Crystals, fuja com 25 bolsas de metanfetamina na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Mariachis Se Divertem Mais | 📝 Como platinar: Complete o contrato San Martín Bank na dificuldade Normal ou superior. Desbloqueia o Traje "O Menestrel"
Jogo: PAYDAY 2 | 🏆 Troféu: Isso É Uma Arma ou um Violão? | 📝 Como platinar: Complete o contrato San Martín Bank na dificuldade Difícil ou superior. Desbloqueia a variação "Demônio da Poeira" do Traje "O Menestrel".
Jogo: PAYDAY 2 | 🏆 Troféu: Continue Tocando o Som do Dinheiro | 📝 Como platinar: Complete o contrato San Martín Bank na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Guitarras e ARs | 📝 Como platinar: Complete o contrato San Martín Bank na dificuldade OVERKILL ou superior. Desbloqueia a variação "Pele de Anjo" do Traje "O Menestrel".
Jogo: PAYDAY 2 | 🏆 Troféu: Toque Para Mim um Narcocorrido | 📝 Como platinar: Complete o contrato San Martín Bank na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Seu Tiro Está Saindo Do Meu Trompete | 📝 Como platinar: Complete o contrato San Martín Bank na dificuldade Death Wish ou superior. Desbloqueia a variação "Teotihuacan" do Traje "O Menestrel".
Jogo: PAYDAY 2 | 🏆 Troféu: Dia do Mariachi | 📝 Como platinar: Complete o contrato San Martín Bank na dificuldade Death Sentence. Desbloqueia a variação "Calavera" do Traje "O Menestrel".
Jogo: PAYDAY 2 | 🏆 Troféu: A Balada de San Martín | 📝 Como platinar: Complete o contrato San Martín Bank na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: Agora Me Acerte Com a Música | 📝 Como platinar: O ritmo é quem manda. Desbloqueia a máscara "Sombrero".
Jogo: PAYDAY 2 | 🏆 Troféu: Glória da Pólvora | 📝 Como platinar: Em San Martín Bank, deixe o alarme tocar antes de entrar no banco e mantenha todos os inimigos fora da praça da fonte até que a fuga esteja disponível na dificuldade OVERKILL ou superior. Desbloqueia a cor para arma "Caveira Branca".
Jogo: PAYDAY 2 | 🏆 Troféu: Silencioso y Codicioso | 📝 Como platinar: Em San Martín Bank, complete o golpe em stealth tendo assegurado todo o loot e esvaziado as caixas de depósito na dificuldade OVERKILL ou superior. Desbloqueia a cor para arma "Verde Dólar".
Jogo: PAYDAY 2 | 🏆 Troféu: Três Cerejas no Caça-Níqueis | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 3 do Holdout no mapa Golden Grin Casino heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Jantar, um Show e um Pouco de Blackjack | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 5 do Holdout no mapa Golden Grin Casino heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Não Se Esqueça de Trazer Rain Man | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 7 do Holdout no mapa Golden Grin Casino heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Limpando a Casa | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 9 do Holdout no mapa Golden Grin Casino heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Rompendo o ATM | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 3 do Holdout no mapa Big Bank heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Caixa à Espera | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 5 do Holdout no mapa Big Bank heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Preços Maiores | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 7 do Holdout no mapa Big Bank heist.
Jogo: PAYDAY 2 | 🏆 Troféu: O Gerente do Banco Deve Valer Algo | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 9 do Holdout no mapa Big Bank heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Promoção Em Artigos Esportivos | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 3 do Holdout no mapa Mallcrasher heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Jogue um Policial na Fonte | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 5 do Holdout no mapa Mallcrasher heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Vamos Negociar na Praça de Alimentação | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 7 do Holdout no mapa Mallcrasher heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Halfoffius, Deus do Shopping | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 9 do Holdout no mapa Mallcrasher heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Toca De Novo, Hox | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 3 do Holdout no mapa The Alesso Heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Apenas Outro Espetáculo | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 5 do Holdout no mapa The Alesso Heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Mais Alto Que Em Um Show de Música | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 7 do Holdout no mapa The Alesso Heist.
Jogo: PAYDAY 2 | 🏆 Troféu: Criminoso Afiado | 📝 Como platinar: Iniciando na Onda 1, vença a Onda 9 do Holdout no mapa The Alesso Heist.
